complaint_id,txn_id,txn_id_missing,user_id,merchant_id,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,bank_response_delay_days,impossible_reporting_delay,disputed_amount,disputed_amount_missing,reason_code_bucket,reason_code,complaint_text,resolution_status,severity,channel
CBK0001810,TXN00004960,False,USR99526,MCH3990,2026-03-28 00:00:00,2026-04-27 22:27:53,2026-05-02 00:00:00,30.936030092592592,4.063969907407407,False,1327.87,False,Item/Service Not Delivered,merchant service issue,User says UPI PIN was not entered by them.,Closed,Low,App
CBK0002297,TXN00013147,False,USR10842,MCH2327,2026-03-29 08:55:00,2026-04-02 00:00:00,,3.6284722222222223,,False,4819.26,False,Account Takeover / Unauthorized,ATO,Complaint received after multiple failed attempts.,In Progress,Low,Call Center
CBK0001526,TXN00000871,False,USR45479,MCH8259,2026-01-04 07:14:00,2026-01-11 00:00:00,,6.698611111111111,,False,589.34,False,General Complaint / Dispute,Customer Dispute,customer says transaction was not authorized.,Resolved,High,Email
CBK0001034,TXN00017915,False,USR65211,MCH7357,2026-02-02 00:00:00,2026-02-08 00:00:00,2026-03-07 06:28:19,6.0,27.26966435185185,False,1532.42,False,Other/Unclassified,service failed,Customer complaint text unclear due to poor call center notes. urgent,Rejected,Medium,IVR
CBK0002298,TXN00017266,False,USR66122,MCH2822,2026-01-20 01:05:38,2026-01-30 00:00:00,,9.954421296296296,,False,260.19,False,Other/Unclassified,FRAUD,User says UPI PIN was not entered by them.,Pending Bank,High,App
CBK0002228,TXN00018314,False,USR71704,MCH3815,2026-03-20 17:55:00,2026-03-21 12:55:00,2026-04-07 00:00:00,0.7916666666666666,16.461805555555557,False,1635.13,False,Item/Service Not Delivered,Merchant Not Delivered,Merchant service was not delivered after payment.,Pending Bank,Medium,Branch
CBK0000016,TXN00013636,False,USR71660,MCH4806,2026-03-19 18:06:00,2026-03-22 07:06:10,2026-03-24 00:00:00,2.5417824074074074,1.704050925925926,False,8898.0,False,General Complaint / Dispute,Customer Dispute,payment made to unknown merchant as per customer statement.,Resolved,Medium,Branch
CBK0001100,TXN58495,False,USR57427,MCH5101,2026-03-19 00:00:00,2026-04-04 00:00:00,,16.0,,False,543.72,False,Duplicate Debit,charged twice,Merchant service was not delivered after payment.,Rejected,Medium,Chatbot
CBK0002643,TXN00011560,False,USR74311,MCH9291,2026-01-06 16:33:45,2026-01-22 11:33:45,2026-02-05 00:00:00,15.791666666666666,13.518229166666666,False,2932.55,False,Item/Service Not Delivered,Merchant Not Delivered,Complaint received after multiple failed attempts.,Rejected,High,Chatbot
CBK0002081,TXN00007014,False,USR43464,MCH9155,2026-01-12 00:00:00,2026-01-14 11:53:14,2026-01-17 00:00:00,2.495300925925926,2.504699074074074,False,1748.13,False,General Complaint / Dispute,dispute raised,User reports money deducted but merchant denies receiving payment.,In Progress,Low,IVR
CBK0002208,TXN00006710,False,USR27567,MCH1708,2026-03-03 00:00:00,,2026-03-23 12:32:00,,,False,12811.39,False,Duplicate Debit,DUP_DEBIT,Customer says transaction was not authorized.,Rejected,High,IVR
CBK0001642,TXN00010479,False,USR22574,MCH9738,2026-01-16 00:00:00,2026-01-18 02:57:54,2026-02-17 02:57:54,2.1235416666666667,30.0,False,3691.3,False,Other/Unclassified,UNAUTHORISED,Customer says transaction was not authorized.,Closed,Medium,Email
CBK0001102,TXN00011957,False,USR73976,MCH5980,2026-03-24 00:49:47,2026-03-25 15:49:00,,1.6244560185185186,,False,3402.48,False,Account Takeover / Unauthorized,ATO,Customer says amount was debited twice.,Open,Low,IVR
CBK0001612,TXN00014722,False,USR65193,MCH2065,2026-01-19 00:00:00,2026-01-22 11:17:44,2026-02-04 11:17:44,3.470648148148148,13.0,False,336.91,False,Other/Unclassified,FRAUD,Complaint received after multiple failed attempts.,In Progress,Medium,Chatbot
CBK0001429,TXN00002466,False,USR67833,MCH9464,2026-03-31 00:00:00,2026-04-03 00:00:00,2026-04-22 00:00:00,3.0,19.0,False,3099.92,False,Account Takeover / Unauthorized,Unauthorized Transaction,User says UPI PIN was not entered by them.,Resolved,Critical,Branch
CBK0002410,TXN00010646,False,USR89422,MCH7235,2026-02-06 00:00:00,2026-02-11 00:00:00,2026-02-11 00:00:00,5.0,0.0,False,12234.17,False,Item/Service Not Delivered,no service,Customer complaint text unclear due to poor call center notes.,In Progress,Low,Chatbot
CBK0002452,TXN00016739,False,USR87040,MCH8521,2026-01-31 00:00:00,2026-02-06 14:44:00,2026-02-15 14:44:00,6.613888888888889,9.0,False,10606.78,False,Other/Unclassified,suspicious transaction,User reports money deducted but merchant denies receiving payment.,Pending Bank,Low,Call Center
CBK0000555,TXN00010709,False,USR61652,MCH3388,2026-03-01 00:00:00,2026-03-04 00:00:00,2026-03-21 00:00:00,3.0,17.0,False,372.66,False,Other/Unclassified,Service Not Provided,customer complaint text unclear due to poor call center notes.,Closed,Medium,Call Center
CBK0001393,TXN00004549,False,USR66391,MCH2802,2026-03-10 00:00:00,2026-03-16 00:00:00,2026-04-02 00:00:00,6.0,17.0,False,1639.85,False,Amount Mismatch,amount mismatch,Customer complaint text unclear due to poor call center notes.,Open,High,Chatbot
CBK0002148,TXN00006250,False,USR11419,MCH4680,2026-01-28 00:26:31,2026-01-29 00:00:00,2026-02-26 00:00:00,0.9815856481481482,28.0,False,836.39,False,General Complaint / Dispute,customer issue,Payment made to unknown merchant as per customer statement.,In Progress,Low,Chatbot
CBK0000581,TXN00007551,False,USR73632,MCH8435,2026-01-11 00:00:00,2026-01-14 00:00:00,2026-01-28 00:00:00,3.0,14.0,False,1887.02,False,Duplicate Debit,Duplicate Debit,merchant service was not delivered after payment.,Resolved,Medium,Chatbot
CBK0001159,TXN00004247,False,USR78862,MCH9098,2026-01-30 00:00:00,,,,,False,1908.75,False,Item/Service Not Delivered,no service,Merchant service was not delivered after payment. NA,In Progress,Medium,Chatbot
CBK0002601,TXN00008048,False,USR47942,MCH3036,2026-02-07 03:19:43,2026-02-10 00:00:00,2026-03-04 00:00:00,2.8613078703703705,22.0,False,7477.0,False,Other/Unclassified,Fraud Suspected,Payment made to unknown merchant as per customer statement.,In Progress,High,IVR
CBK0001015,TXN00016813,False,USR32994,MCH3718,2026-03-06 17:47:01,,,,,False,9012.82,False,Duplicate Debit,charged twice,User reports money deducted but merchant denies receiving payment.,Open,Medium,Branch
CBK0001354,TXN00014155,False,USR29864,MCH9709,2026-02-01 00:00:00,2026-02-06 00:00:00,2026-02-19 00:00:00,5.0,13.0,False,2193.93,False,Duplicate Debit,DUP_DEBIT,Customer says amount was debited twice.,Resolved,Medium,Email
CBK0001200,TXN00008369,False,USR34652,MCH1854,2026-03-09 13:02:31,2026-03-10 00:00:00,2026-03-13 00:00:00,0.45658564814814817,3.0,False,690.97,False,Other/Unclassified,fraud,Payment made to unknown merchant as per cust statement.,Open,Medium,Call Center
CBK0002292,TXN00014118,False,USR56014,MCH1692,2026-01-06 00:00:00,2026-01-07 00:00:00,2026-01-29 00:00:00,1.0,22.0,False,3230.0,False,Amount Mismatch,extra amount deducted,Merchant service was not delivered after payment.,Rejected,Medium,Chatbot
CBK0001447,TXN00015239,False,USR59920,MCH4650,2026-02-17 00:00:00,2026-02-19 00:00:00,2026-02-19 00:00:00,2.0,0.0,False,10770.37,False,Duplicate Debit,charged twice,User says UPI PIN was not entered by them.,In Progress,Low,Branch
CBK0001459,TXN00007662,False,USR87831,MCH6142,2026-02-17 00:00:00,2026-02-18 00:00:00,2026-03-01 00:00:00,1.0,11.0,False,4479.85,False,Other/Unclassified,scam,Merchant service was not delivered after payment.,Open,Medium,IVR
CBK0000676,TXN00010013,False,USR25470,MCH9984,2026-03-24 17:08:02,2026-03-24 00:00:00,2026-04-15 00:00:00,-0.713912037037037,22.0,True,314.65,False,Item/Service Not Delivered,not delivered,Customer says transaction was not authorized.,In Progress,High,IVR
CBK0000797,TXN00010208,False,USR84323,MCH2140,2026-02-23 00:00:00,2026-02-25 00:00:00,2026-03-12 00:00:00,2.0,15.0,False,687.82,False,Item/Service Not Delivered,item not received,User says UPI PIN was not entered by them.,In Progress,Low,IVR
CBK0002723,TXN00017184,False,USR90661,MCH2507,2026-03-11 00:00:00,2026-03-13 12:43:00,2026-04-02 12:43:00,2.529861111111111,20.0,False,3231.22,False,Duplicate Debit,double debit,Customer says transaction was not authorized.,Rejected,Medium,IVR
CBK0001691,TXN00010383,False,USR15365,MCH4695,2026-02-12 00:00:00,2026-02-22 12:37:00,2026-02-28 00:00:00,10.525694444444444,5.4743055555555555,False,4163.19,False,Item/Service Not Delivered,Merchant Not Delivered,Customer says amount was debited twice.,Rejected,Low,IVR
CBK0001118,TXN63034,False,USR93926,MCH9036,2026-01-24 09:06:58,2026-01-26 00:00:00,,1.620162037037037,,False,3681.27,False,Other/Unclassified,UNAUTHORISED,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Pending Bank,Medium,Chatbot
CBK0001007,TXN00014381,False,USR51742,MCH7833,2026-01-11 00:00:00,2026-02-10 00:00:00,,30.0,,False,1523.0,False,Other/Unclassified,Fraud Suspected,User reports money deducted but merchant denies receiving payment.,Resolved,High,Call Center
CBK0000877,TXN00009172,False,USR96970,MCH9291,2026-02-13 08:27:00,2026-02-15 00:00:00,2026-02-18 00:00:00,1.6479166666666667,3.0,False,880.82,False,Amount Mismatch,extra amount deducted,Merchant service was not delivered after payment.,In Progress,Medium,IVR
CBK0002605,TXN00007342,False,USR51261,MCH9573,2026-01-06 00:00:00,2026-01-02 14:08:00,2026-01-29 00:00:00,-3.411111111111111,26.41111111111111,True,9521.14,False,Other/Unclassified,Service Not Provided,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,In Progress,Medium,Branch
CBK0001442,TXN00004821,False,USR82070,MCH9291,2026-03-08 00:00:00,2026-03-18 00:00:00,,10.0,,False,165.89,False,Duplicate Debit,DUP_DEBIT,Merchant service was not delivered after payment.,Closed,Low,Chatbot
CBK0000766,TXN00012205,False,USR25990,MCH4590,2026-01-08 15:49:00,,2026-02-09 00:00:00,,,False,2093.79,False,Item/Service Not Delivered,item not received,Customer complaint text unclear due to poor call center notes.,Pending Bank,Medium,Branch
CBK0001053,TXN00012989,False,USR53359,MCH4181,2026-02-22 00:00:00,2026-02-28 09:07:48,2026-03-21 00:00:00,6.380416666666667,20.619583333333335,False,2439.31,False,General Complaint / Dispute,dispute raised,Customer says transaction was not authorized.,In Progress,Low,Branch
CBK0001793,TXN00004370,False,USR75457,MCH8779,2026-01-24 00:00:00,2026-01-30 00:00:00,2026-02-16 00:00:00,6.0,17.0,False,733.59,False,Other/Unclassified,UNAUTHORISED,user claims account was compromised before transaction.,Pending Bank,Medium,IVR
CBK0002649,TXN00007227,False,USR18102,MCH8436,2026-03-03 00:00:00,2026-03-06 08:40:00,2026-03-15 00:00:00,3.361111111111111,8.63888888888889,False,3120.43,False,Item/Service Not Delivered,no service,Payment made to unknown merchant as per customer statement.,Rejected,Medium,Email
CBK0002122,TXN00015416,False,USR51198,MCH5655,2026-02-07 00:00:00,2026-02-09 00:00:00,,2.0,,False,4100.6,False,Other/Unclassified,incorrect amount,Merchant service was not delivered after payment.,Rejected,Low,Email
CBK0000850,TXN00013581,False,USR49649,MCH8251,2026-01-09 00:00:00,2026-01-09 22:29:08,2026-01-24 22:29:00,0.9368981481481482,14.999907407407408,False,162.44,False,Other/Unclassified,FRAUD,Payment made to unknown merchant as per customer statement.,Closed,Low,Chatbot
CBK0000008,TXN00010497,False,USR15241,MCH2822,2026-02-10 00:00:00,2026-02-15 00:00:00,2026-02-16 00:00:00,5.0,1.0,False,1549.8,False,Account Takeover / Unauthorized,ATO,Merchant service was not delivered after payment.,Pending Bank,Medium,Chatbot
CBK0002283,TXN00010523,False,USR84010,MCH6886,2026-02-22 02:27:40,2026-02-25 00:00:00,,2.897453703703704,,False,907.87,False,Amount Mismatch,amount mismatch,Customer complaint text unclear due to poor call center notes.,In Progress,Medium,App
CBK0001720,TXN00009955,False,USR71375,MCH7982,2026-03-04 05:18:00,2026-03-11 00:00:00,,6.779166666666667,,False,2132.38,False,Item/Service Not Delivered,Merchant Not Delivered,user claims account was compromised before transaction.,Pending Bank,Medium,Chatbot
CBK0000548,TXN00010219,False,USR53771,MCH4421,2026-03-03 00:00:00,2026-03-06 00:00:00,2026-03-23 00:00:00,3.0,17.0,False,9344.29,False,Account Takeover / Unauthorized,unauthorized_transaction,customer says transaction was not authorized.,In Progress,High,Chatbot
CBK0002025,TXN00011048,False,USR73065,MCH3751,2026-02-09 00:00:00,2026-02-11 00:00:00,2026-03-11 00:00:00,2.0,28.0,False,946.11,False,General Complaint / Dispute,dispute raised,Suspicious high-value payment disputed by customer.,Closed,Low,App
CBK0001019,TXN00010667,False,USR25121,MCH5175,2026-03-01 00:00:00,2026-03-02 09:12:00,2026-03-16 09:12:00,1.3833333333333333,14.0,False,276.61,False,General Complaint / Dispute,customer issue,Complaint received after multiple failed attempts.,Open,Low,Email
CBK0001128,TXN00007988,False,USR69706,MCH2973,2026-01-11 00:00:00,2026-01-17 00:00:00,,6.0,,False,1309.6,False,Account Takeover / Unauthorized,Unauthorized Transaction,Merchant service was not delivered after payment.,Resolved,Low,IVR
CBK0000659,TXN00017737,False,USR53527,MCH3861,2026-02-11 00:00:00,2026-02-16 00:00:00,2026-02-28 23:40:00,5.0,12.98611111111111,False,1419.1,False,General Complaint / Dispute,customer issue,Payment made to unknown merchant as per customer statement.,Closed,Critical,Chatbot
CBK0002624,TXN00001580,False,USR72987,MCH6380,2026-01-18 00:00:00,2026-01-22 00:00:00,2026-01-25 01:58:32,4.0,3.082314814814815,False,19958.58,False,Account Takeover / Unauthorized,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,Pending Bank,Critical,App
CBK0000233,TXN00018991,False,USR98336,MCH7031,2026-02-17 00:00:00,2026-02-23 00:00:00,2026-03-23 17:03:00,6.0,28.710416666666667,False,5661.32,False,Other/Unclassified,unauth txn,Customer complaint text unclear due to poor call center notes.,Open,Medium,IVR
CBK0002651,TXN00011973,False,USR27533,MCH7670,2026-02-16 20:01:15,2026-02-19 15:01:15,2026-02-26 15:01:15,2.7916666666666665,7.0,False,50.0,False,Item/Service Not Delivered,item not received,Payment made to unknown merchant as per customer statement.,Open,Medium,Branch
CBK0001705,TXN00019762,False,USR21831,MCH4473,2026-01-29 00:00:00,2026-02-01 11:13:12,2026-02-13 00:00:00,3.4675,11.5325,False,978.26,False,Other/Unclassified,fraud,User claims account was compromised before transaction.,Resolved,High,Email
CBK0002028,TXN00013363,False,USR79366,MCH1123,2026-02-15 00:00:00,,2026-02-27 00:00:00,,,False,740.0,False,General Complaint / Dispute,dispute raised,User claims account was compromised before transaction.,Rejected,Low,Chatbot
CBK0001401,TXN00005811,False,USR43185,MCH1236,2026-02-17 19:01:40,2026-02-18 20:01:40,,1.0416666666666667,,False,636.43,False,Other/Unclassified,incorrect amount,user says upi pin was not entered by them.,Closed,Medium,Chatbot
CBK0001083,TXN00012710,False,USR93300,MCH8278,2026-03-31 09:56:13,2026-04-04 00:00:00,,3.585960648148148,,False,1691.84,False,Item/Service Not Delivered,delivery issue,Customer says transaction was not authorized. NA,In Progress,Low,Call Center
CBK0002715,TXN00004748,False,USR44569,MCH3100,2026-02-09 00:00:00,2026-02-09 00:00:00,2026-02-25 00:00:00,0.0,16.0,False,3976.68,False,Item/Service Not Delivered,item not received,Payment made to unknown merchant as per cust statement.,Closed,Low,Email
CBK0001450,TXN00009783,False,USR83126,MCH9291,2026-01-24 22:52:00,2026-01-30 00:00:00,2026-02-15 00:00:00,5.0472222222222225,16.0,False,2123.46,False,Duplicate Debit,Duplicate Debit,User says UPI PIN was not entered by them.,Closed,Medium,Chatbot
CBK0001659,TXN00013503,False,USR75281,MCH8953,2026-03-29 00:00:00,2026-04-01 23:21:32,,3.973287037037037,,False,2276.34,False,Item/Service Not Delivered,no service,Customer says transaction was not authorized.,Rejected,Medium,Call Center
CBK0001737,TXN35157,False,USR51742,MCH3992,2026-01-22 00:00:00,,,,,False,4673.28,False,Account Takeover / Unauthorized,Account Takeover,Customer says transaction was not authorized.,Closed,Critical,App
CBK0001472,TXN00015404,False,USR62254,MCH1722,2026-03-29 00:00:00,2026-03-30 00:00:00,2026-03-31 17:46:38,1.0,1.7407175925925926,False,1356.41,False,General Complaint / Dispute,dispute raised,user says upi pin was not entered by them.,Open,Low,App
CBK0002308,TXN00006966,False,USR87795,MCH4912,2026-02-11 00:00:00,2026-02-12 20:09:09,2026-02-17 00:00:00,1.8396875,4.1603125,False,645.29,False,Item/Service Not Delivered,no service,Customer says transaction was not authorized.,In Progress,Medium,Email
CBK0000364,TXN00017377,False,USR55664,MCH9309,2026-02-02 00:00:00,2026-02-08 04:18:41,2026-02-19 00:00:00,6.179641203703704,10.820358796296297,False,9493.15,False,Duplicate Debit,charged twice,Customer complaint text unclear due to poor call center notes. call dropped,Open,Medium,Branch
CBK0001050,TXN00010429,False,USR33397,MCH2522,2026-03-18 20:21:00,2026-05-03 00:00:00,2026-05-16 04:21:08,45.15208333333333,13.181342592592593,False,4066.0,False,Duplicate Debit,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,In Progress,Low,IVR
CBK0000628,TXN00004074,False,USR56605,MCH8953,2026-02-24 20:57:00,2026-03-02 00:00:00,2026-03-23 00:00:00,5.127083333333333,21.0,False,3617.74,False,Item/Service Not Delivered,merchant service issue,Payment made to unknown merchant as per customer statement.,Rejected,Low,Email
CBK0000992,TXN00000272,False,USR31026,MCH2646,2026-01-03 12:44:24,,2026-01-25 00:00:00,,,False,9250.0,False,Account Takeover / Unauthorized,account hacked,User claims account was compromised before transaction.,Pending Bank,Medium,Branch
CBK0001437,TXN00009735,False,USR48653,MCH3671,2026-02-04 00:00:00,2026-02-07 00:00:00,2026-02-15 00:00:00,3.0,8.0,False,1222.97,False,Item/Service Not Delivered,item not received,Customer complaint text unclear due to poor call center notes.,Pending Bank,High,Chatbot
CBK0000214,TXN00000769,False,USR93581,MCH6844,2026-03-18 00:00:00,,2026-04-06 00:00:00,,,False,509.24,False,Amount Mismatch,extra amount deducted,User claims account was compromised before transaction.,Open,Medium,IVR
CBK0000213,TXN00019537,False,USR55133,MCH1458,2026-02-15 00:00:00,2026-02-15 13:11:18,2026-02-15 00:00:00,0.5495138888888889,-0.5495138888888889,False,613.06,False,General Complaint / Dispute,customer issue,User reports money deducted but merchant denies receiving payment. NA,Rejected,Medium,Call Center
CBK0000500,TXN00002450,False,USR53546,MCH7357,2026-01-21 00:00:00,2026-01-23 00:00:00,,2.0,,False,896.7,False,Amount Mismatch,amount mismatch,User claims account was compromised before transaction.,Pending Bank,Medium,Chatbot
CBK0000355,TXN00010372,False,USR64774,MCH3196,2026-03-08 13:27:13,2026-03-23 00:00:00,2026-04-11 00:00:00,14.43943287037037,19.0,False,307.0,False,Other/Unclassified,UNAUTHORISED,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,In Progress,Critical,IVR
CBK0002527,TXN00014880,False,USR22078,MCH5647,2026-01-13 00:00:00,,2026-02-02 00:00:00,,,False,3936.04,False,Other/Unclassified,unauth txn,Payment made to unknown merchant as per customer statement.,Resolved,Medium,Email
CBK0001368,TXN00017555,False,USR49364,MCH8953,2026-01-24 07:12:30,,2026-02-14 00:00:00,,,False,2069.43,False,Account Takeover / Unauthorized,Unauthorized Transaction,user reports money deducted but merchant denies receiving payment.,Open,Low,Chatbot
CBK0002349,TXN00003229,False,USR86279,MCH1006,2026-02-21 00:00:00,2026-02-26 12:36:19,2026-03-25 00:00:00,5.525219907407408,26.474780092592592,False,12194.3,False,Duplicate Debit,double debit,User reports money deducted but merchant denies receiving payment.,In Progress,Medium,Chatbot
CBK0000948,TXN00019010,False,USR39487,MCH7891,2026-02-18 00:00:00,2026-02-13 00:00:00,2026-02-27 00:00:00,-5.0,14.0,True,983.91,False,Account Takeover / Unauthorized,ATO,Payment made to unknown merchant as per customer statement.,Pending Bank,Low,Email
CBK0002115,TXN00015780,False,USR98420,MCH7025,2026-01-21 00:00:00,2026-02-06 03:02:02,2026-02-27 00:00:00,16.12641203703704,20.87358796296296,False,1404.29,False,General Complaint / Dispute,Customer Dispute,User says UPI PIN was not entered by them.,Open,Medium,IVR
CBK0002800,TXN00003664,False,USR55718,MCH3777,2026-01-08 06:03:43,2026-01-10 21:03:00,2026-01-31 21:03:00,2.6245023148148148,21.0,False,1000.95,False,Item/Service Not Delivered,Merchant Not Delivered,Customer says amount was debited twice.,Closed,Medium,IVR
CBK0002478,TXN00016308,False,USR74358,MCH6401,2026-01-14 00:00:00,2026-01-17 21:14:00,2026-01-23 21:14:01,3.8847222222222224,6.000011574074074,False,3857.22,False,Other/Unclassified,fraud,Suspicious high-value payment disputed by customer.,Open,Low,Chatbot
CBK0000748,TXN00009850,False,USR16745,MCH7753,2026-02-06 07:19:27,2026-02-04 07:19:27,2026-02-21 00:00:00,-2.0,16.694826388888888,True,1130.39,False,Other/Unclassified,FRAUD,Customer complaint text unclear due to poor call center notes.,Open,Low,Email
CBK0000745,TXN00010462,False,USR47272,MCH8805,2026-01-13 00:00:00,2026-01-17 00:35:00,2026-02-03 00:35:16,4.024305555555555,17.000185185185185,False,4246.38,False,Account Takeover / Unauthorized,account hacked,User reports money deducted but merchant denies receiving payment.,Closed,Low,Chatbot
CBK0000102,TXN00013948,False,USR79115,MCH3570,2026-01-22 00:00:00,2026-01-29 19:15:57,2026-02-16 19:15:57,7.802743055555555,18.0,False,7171.27,False,General Complaint / Dispute,complaint,Payment made to unknown merchant as per customer statement.,In Progress,Low,App
CBK0001786,TXN91289,False,USR77896,MCH8389,2026-03-08 00:00:00,2026-03-19 00:00:00,,11.0,,False,954.04,False,Item/Service Not Delivered,no service,Complaint received after multiple failed attempts.,Resolved,Critical,Branch
CBK0001877,TXN98339,False,USR15575,MCH5651,2026-01-29 20:48:22,2026-01-28 00:00:00,2026-02-04 00:00:00,-1.8669212962962962,7.0,True,194.24,False,Other/Unclassified,FRAUD,User says UPI PIN was not entered by them.,In Progress,Low,Chatbot
CBK0000557,TXN00012212,False,USR36059,MCH7684,2026-02-03 00:00:00,2026-02-03 19:12:00,2026-02-09 00:00:00,0.8,5.2,False,2586.86,False,Duplicate Debit,DUP_DEBIT,User reports money deducted but merchant denies receiving payment.,Pending Bank,Low,Branch
CBK0000714,TXN00000238,False,USR50454,MCH5655,2026-02-06 00:00:00,2026-02-07 00:00:00,,1.0,,False,2745.21,False,Account Takeover / Unauthorized,unauthorized_transaction,Suspicious high-value payment disputed by customer.,Pending Bank,Medium,Email
CBK0000848,TXN00000823,False,USR23460,MCH5954,2026-03-30 00:00:00,2026-04-29 00:00:00,2026-05-06 00:00:00,30.0,7.0,False,1982.27,False,Other/Unclassified,scam,Customer says transaction was not authorized.,Resolved,Low,IVR
CBK0001120,TXN00004989,False,USR96958,MCH5208,2026-01-23 00:00:00,2026-01-24 15:03:00,2026-02-06 00:00:00,1.6270833333333334,12.372916666666667,False,5305.63,False,General Complaint / Dispute,customer issue,customer says amount was debited twice.,Pending Bank,Medium,Chatbot
CBK0002593,TXN00017923,False,USR87216,MCH8000,2026-02-22 07:31:00,2026-02-24 00:00:00,2026-03-03 10:31:06,1.6868055555555554,7.438263888888889,False,1055.53,False,Duplicate Debit,charged twice,Suspicious high-value payment disputed by customer.,Closed,Medium,Chatbot
CBK0001631,TXN00014809,False,USR76917,MCH2822,2026-02-24 07:09:00,2026-02-25 00:00:00,2026-03-22 00:00:00,0.7020833333333333,25.0,False,1458.95,False,Item/Service Not Delivered,Merchant Not Delivered,customer says amount was debited twice.,Resolved,Medium,App
CBK0001135,TXN00011148,False,USR73600,MCH2913,2026-02-07 00:00:00,2026-02-14 13:33:58,2026-03-16 13:33:00,7.56525462962963,29.999328703703704,False,745.95,False,General Complaint / Dispute,Customer Dispute,User says UPI PIN was not entered by them.,Open,Low,IVR
CBK0002060,TXN00010691,False,USR71335,MCH8391,2026-01-09 00:00:00,2026-01-13 00:00:00,2026-01-20 00:00:00,4.0,7.0,False,518.38,False,Amount Mismatch,Wrong Amount,User reports money deducted but merchant denies receiving payment.,Rejected,Medium,App
CBK0002362,TXN00007811,False,USR20310,MCH8076,2026-02-15 08:01:23,2026-02-18 00:00:00,2026-03-05 13:01:23,2.6657060185185184,15.542627314814816,False,1224.0,False,Item/Service Not Delivered,Merchant Not Delivered,Payment made to unknown merchant as per customer statement.,In Progress,High,IVR
CBK0002503,TXN00013623,False,USR34012,MCH2141,2026-03-05 13:39:14,,2026-04-02 00:00:00,,,False,3159.54,False,Account Takeover / Unauthorized,Unauthorized Transaction,User says UPI PIN was not entered by them.,Open,Low,Email
CBK0001947,TXN00018820,False,USR36913,MCH9291,2026-02-20 00:00:00,2026-03-02 00:00:00,2026-03-27 00:00:00,10.0,25.0,False,7255.27,False,Amount Mismatch,amount mismatch,User claims account was compromised before transaction.,Resolved,Low,IVR
CBK0001114,TXN00004265,False,USR40538,MCH7833,2026-03-06 00:00:00,2026-03-07 00:42:00,2026-03-18 00:00:00,1.0291666666666666,10.970833333333333,False,330.36,False,Item/Service Not Delivered,Merchant Not Delivered,Payment made to unknown merchant as per cust statement.,In Progress,Low,Chatbot
CBK0002450,TXN00005485,False,USR94055,MCH5437,2026-01-06 19:11:31,2026-01-07 00:00:00,2026-01-09 00:00:00,0.20033564814814814,2.0,False,4839.05,False,Other/Unclassified,Fraud Suspected,Merchant service was not delivered after payment.,In Progress,Critical,Branch
CBK0001014,TXN00005083,False,USR78215,MCH9892,2026-01-29 08:31:00,2026-01-31 14:31:24,,2.250277777777778,,False,448.0,False,Item/Service Not Delivered,not delivered,Payment made to unknown merchant as per customer statement.,Rejected,Medium,Email
CBK0002425,TXN00014868,False,USR39427,MCH2383,2026-01-23 23:41:30,2026-01-27 13:41:00,,3.582986111111111,,False,367.0,False,Item/Service Not Delivered,Merchant Not Delivered,Suspicious high-value payment disputed by customer.,Pending Bank,Medium,IVR
CBK0001039,TXN00010686,False,USR79207,MCH7408,2026-02-27 07:41:36,2026-03-01 20:41:36,2026-03-03 00:00:00,2.5416666666666665,1.1377777777777778,False,1379.0,False,Amount Mismatch,extra amount deducted,User says UPI PIN was not entered by them.,Rejected,High,App
CBK0001236,TXN00016325,False,USR50779,MCH1320,2026-03-01 00:00:00,2026-03-07 00:00:00,2026-04-06 06:00:50,6.0,30.250578703703702,False,1085.5,False,Account Takeover / Unauthorized,not done by me,Suspicious high-value payment disputed by customer.,Rejected,Medium,Email
CBK0002310,TXN00008525,False,USR62313,MCH8146,2026-03-03 00:00:00,2026-03-05 00:00:00,,2.0,,False,1760.95,False,Amount Mismatch,Wrong Amount,Suspicious high-value payment disputed by customer.,Closed,High,Branch
CBK0000222,TXN00003640,False,USR39837,MCH5980,2026-01-07 11:53:00,2026-01-09 00:00:00,2026-01-24 12:53:46,1.5048611111111112,15.537337962962964,False,2301.83,False,Account Takeover / Unauthorized,Account Takeover,Suspicious high-value payment disputed by customer.,Pending Bank,Medium,Call Center
CBK0000556,TXN00013406,False,USR49847,MCH4590,2026-03-08 00:00:00,2026-03-24 02:07:00,2026-04-16 00:00:00,16.088194444444444,22.911805555555556,False,6052.19,False,Other/Unclassified,suspicious transaction,Customer complaint text unclear due to poor call center notes.,Open,High,IVR
CBK0000190,TXN00009749,False,USR32223,MCH5076,2026-01-15 00:00:00,2026-01-23 00:00:00,2026-02-02 00:00:00,8.0,10.0,False,193.15,False,Amount Mismatch,amount mismatch,Customer says transaction was not authorized.,Resolved,Low,IVR
